sox2,Q6P0E1,378723,transcription factor and target gene,No,524
gata1a,Q05AJ3,30481,transcription factor and target gene,No,1284
foxh1,Q9I9E1,57930,transcription factor,No,5037
sall4,F1QDF2,-,transcription factor,No,3018
nanog,A5JNG8,792333,transcription factor and target gene,No,9028
smad2,Q9I9P9,30639,transcription factor and target gene,No,2435
rad21a,Q6TEL1,322275,transcription factor and target gene,No,2332
eomesa,Q98TU2,64603,transcription factor and target gene,No,329
ctcf,Q6JAA4,415104,transcription factor and target gene,No,254
hif1ab,Q6EHI4,393202,transcription factor and target gene,No,1485
pou5f1,Q90270,30333,transcription factor,No,119
rnf2,Q803I4,-,transcription factor and target gene,No,78
tbxta,Q07998,30399,transcription factor and target gene,No,28
zic3,Q6PV84,368263,transcription factor and target gene,No,12
tbx6,Q8JIS6,192294,transcription factor and target gene,No,15
sox10,Q90XD1,140616,transcription factor and target gene,No,5
tbx16,Q504I8,-,transcription factor,No,11
agk,Q7ZW00,334270,target gene,No,3
slc25a46,Q6DGU5,436831,target gene,No,3
arl8a,F8W2P1,567222,target gene,No,1
dlst,F1QFQ6,-,target gene,No,1
sh2b1,A2RUZ0,558152,target gene,No,4
arfgef2,E7FCG1,100334572,target gene,No,1
rdh14a,B8JIJ7,-,target gene,No,2
anxa11b,Q804G3,353365,target gene,No,2
cmtm7,F1RD97,559138,target gene,No,4
pim1,Q08BC0,572469,target gene,No,4
iffo2a,F1Q7I9,-,target gene,No,1
-,F1QM58,-,target gene,No,6
-,E9QGQ3,-,target gene,No,2
col4a5,B0UXF7,-,target gene,No,3
rhov,Q5YLG6,100005849,target gene,No,2
si:ch73-281k2.5,A0A0R4IN59,100002182,target gene,No,1
ccdc50,A0A0R4INU8,566408,target gene,No,2
slc31a2,E9QC64,563012,target gene,No,4
rbbp6,E7EXE9,445396,target gene,No,2
si:ch211-215j19.12,A0A0R4ICV5,-,target gene,No,1
ncalda,F1QMZ6,556178,target gene,No,3
-,E9QCD6,-,target gene,No,4
hic2,Q90W33,-,target gene,No,3
kmt2ba,A0A2R8Q4Z6,-,target gene,No,3
cgnb,F1QXP4,100005752,target gene,No,1
pick1,F1Q8Q4,-,target gene,No,1
ndfip1l,Q6DGP4,436776,target gene,No,2
psd2,A0A0R4IAG2,557199,target gene,No,3
neurog1,O42606,30239,target gene,No,5
mbd4,A0A097ZPG7,101887128,target gene,No,3
rfc5,Q6DRK4,445385,target gene,No,1
trim55a,Q6DHS0,436631,target gene,No,1
pycr1a,Q6P971,393799,target gene,No,1
tmem251,Q5TZA3,619265,target gene,No,2
nat10,A0A2R8RX70,-,target gene,No,1
tmem150aa,A3QJW0,-,target gene,No,3
-,F1R2G5,-,target gene,No,3
spint2,F1QEV7,562009,target gene,No,2
nphp1,F1R8C8,-,target gene,No,2
klhl8,A2RRV4,572347,target gene,No,1
asb13a.1,Q6DGH5,436801,target gene,No,3
pknox1.2,E7FBG0,170445,target gene,No,4
cyb561a3,A3KPR5,100002371,target gene,No,2
hnrnpl,Q7ZW09,394074,target gene,No,3
-,A0A2R8QKI4,-,target gene,No,6
ssh2b,A0A2R8RXU6,557912,target gene,No,1
tpra1,Q4V8X0,570573,target gene,No,2
cirbpb,F1R6L3,-,target gene,No,4
gys1,Q7SYB8,394155,target gene,No,2
sorbs2b,A0A2R8QN78,-,target gene,No,4
-,E9QF13,-,target gene,No,1
cnnm4a,A0A0G2KHE4,103911794,target gene,No,1
purg,A0A0R4ICS4,569414,target gene,No,1
rasd2,F1RAB1,-,target gene,No,3
slc38a4,Q5SPB0,449771,target gene,No,2
igdcc4,F1Q4R3,100141327,target gene,No,2
aass,E7FD66,556229,target gene,No,3
mical3b,F1QWK4,-,target gene,No,2
nufip1,A0A0G2L0D1,-,target gene,No,1
gdap1l1,B8A514,562163,target gene,No,2
gkap1,Q6NWC9,406581,target gene,No,3
sinhcafl,F1QLZ5,108179061,target gene,No,2
itgb5,F1QF91,-,target gene,No,1
arhgap4a,F1QFY0,393416,target gene,No,1
larp4b,Q05AJ1,563742,target gene,No,5
mt2,Q7ZSY6,100174951,target gene,No,4
fance,A9C4A9,-,target gene,No,2
erp44,Q6P3G9,393866,target gene,No,2
acbd5b,A5WV69,100004736,target gene,No,4
rhoca,Q7T399,394125,target gene,No,1
kcnk1a,A5PLK0,793480,target gene,No,3
pcdh2ab6,F1QWK1,-,target gene,No,1
rasgrf2,A2CEA7,553520,target gene,No,1
spred2a,R4GE60,-,target gene,No,1
arhgap12b,A0A0R4IKK1,393848,target gene,No,4
hoxb4a,P22574,30340,target gene,No,3
lrrc8aa,E9QIH3,-,target gene,No,1
armc5,U3JA44,569910,target gene,No,3
znf576.2,F6PCB5,-,target gene,No,2
slc25a47a,Q1ECW7,724009,target gene,No,1
wdr45b,A8KC31,393210,target gene,No,3
mxd4,E7F6Q1,559531,target gene,No,4
ano5a,E7F4N6,-,target gene,No,2
nanos2,M1ZML1,101885179,target gene,No,4
hm13,Q6IQA7,259190,target gene,No,2
snrpd3l,Q7ZVB5,327011,target gene,No,2
mycbp2,F1RD40,368439,target gene,No,2
tmem106c,E7FGH4,-,target gene,No,1
srpra,E7EZW6,569063,target gene,No,4
si:ch211-106h11.3,F1Q5N9,497580,target gene,No,2
si:dkey-66i24.8,F1QUM9,570015,target gene,No,3
vegfba,E7EZR4,101885552,target gene,No,3
apoc2,E9QEQ1,568972,target gene,No,2
her12,Q6TA36,402914,target gene,No,3
ptenb,Q7ZZ56,368415,target gene,No,3
tnfaip3,F1QG48,-,target gene,No,3
pdxkb,B8A4Q2,564697,target gene,No,1
eurl,Q503Y8,553573,target gene,No,5
-,B8JIT8,-,target gene,No,1
sdad1,A0A0R4IYN8,-,target gene,No,1
chsy1,Q6P296,324407,target gene,No,3
adgrl2b.1,E7F0W8,-,target gene,No,1
arhgef4,E7FAH9,559017,target gene,No,1
dnaja2a,Q7ZUP5,406814,target gene,No,5
rdh14b,Q5TYR4,-,target gene,No,2
atg13,Q7SYE0,393405,target gene,No,4
frmd8,E7F221,559410,target gene,No,5
si:ch73-236c18.8,F1R3I8,572225,target gene,No,1
agpat4,F1QX16,-,target gene,No,1
msna,Q66I42,286739,target gene,No,3
pik3r3a,A0A0R4IUJ2,406311,target gene,No,2
cct5,Q6NVI6,322258,target gene,No,4
eloa,A0A0R4IBY3,-,target gene,No,1
lmbr1l,Q803C7,321314,target gene,No,1
tjp1a,A0A2R8QMK9,-,target gene,No,6
ell2,F1R2K7,322997,target gene,No,3
cachd1,E7F5Q0,794807,target gene,No,3
sebox,Z4YID0,-,target gene,No,4
si:ch211-162e15.3,A0A0R4IQN0,563358,target gene,No,3
camk2d1,Q6DEH3,445208,target gene,No,4
si:ch73-57f22.2,F8W5Q3,-,target gene,No,2
pgpep1l,F1Q6D1,-,target gene,No,3
-,F1Q4N8,-,target gene,No,1
tbce,Q5U378,664760,target gene,No,3
sh3bp4a,Q1LVQ2,403082,target gene,No,3
cngb1b,X1WEF0,-,target gene,No,3
-,B8A637,-,target gene,No,3
ttc3,E7EYR3,100005214,target gene,No,3
pax6b,A0A0R4IQL7,60639,target gene,No,4
gadd45gb.1,Q6NUV6,406507,target gene,No,4
ppm1e,F1R3T2,-,target gene,No,2
tfpt,E7F3N6,796934,target gene,No,2
tmem120b,Q1LY80,798580,target gene,No,2
tnfrsf1a,F1QQS0,-,target gene,No,1
dcaf13,F1Q6C8,-,target gene,No,4
ndufs8b,K7DYG6,-,target gene,No,1
-,A0A2R8QFI9,-,target gene,No,2
isg20l2,A3KH10,558447,target gene,No,1
pxdn,A0A2R8QDI7,-,target gene,No,3
cdk2ap1,A0A2R8RSM5,-,target gene,No,2
cmtr1,F1R5C5,393102,target gene,No,2
parp6b,F1R1Q8,100002364,target gene,No,1
wnt10a,B0V1G8,30171,target gene,No,2
wwox,F8W4Q2,-,target gene,No,1
glis1a,F8W413,-,target gene,No,1
kxd1,Q6DBR9,445075,target gene,No,3
scarb2c,F1QSM7,-,target gene,No,4
enc3,Q7ZT06,327531,target gene,No,1
snx33,B5RHZ3,100001421,target gene,No,2
foxl2l,B3DHP4,100004081,target gene,No,1
csnk2a2b,E7FCZ6,556379,target gene,No,4
nyap2b,F1QW26,100535812,target gene,No,1
slc30a4,Q6PFS0,393616,target gene,No,2
si:ch211-207c6.2,A0A0R4IS43,-,target gene,No,3
optn,A5WUQ0,-,target gene,No,4
camk1db,B5MF72,791176,target gene,No,2
fam169aa,F1QVT4,-,target gene,No,1
zmp:0000001316,F1QZQ5,799827,target gene,No,1
neurod1,O42202,30169,target gene,No,1
gabra1,Q08BJ3,768183,target gene,No,1
lin9,Q5RHQ8,560867,target gene,No,3
zgc:171727,F1QGR9,-,target gene,No,2
grpel1,Q32PS5,559037,target gene,No,3
cdon,Q1L8D0,280652,target gene,No,3
arl6ip1,Q7ZWB4,394087,target gene,No,3
guca1a,Q1LWS5,-,target gene,No,2
znf1011,A0A0R4IX93,-,target gene,No,3
mta2,F1QLG2,326078,target gene,No,6
si:cabz01054394.6,A0A1L1QZI6,101885937,target gene,No,3
epn3a,E7F2A4,794862,target gene,No,3
cnstb,Q5RHQ5,-,target gene,No,4
pias4a,F1R4C4,406712,target gene,No,4
shank3b,F1R0Q7,-,target gene,No,1
rbm33b,A3KPY0,-,target gene,No,3
sox4a,Q6P0Z4,336346,target gene,No,2
ponzr5,E9QD19,556869,target gene,No,2
mideasb,E7FFR7,560411,target gene,No,3
ddx47,A0A0R4IKR1,-,target gene,No,2
wdr46,F1QRH4,-,target gene,No,1
si:ch211-278p9.1,F1QNV7,-,target gene,No,1
ywhaqb,Q803M8,335195,target gene,No,3
spopla,Q5BL35,541318,target gene,No,4
si:dkey-7j22.2,X1WEL3,-,target gene,No,1
-,A0A2R8Q372,-,target gene,No,1
bmp10,A2BGK2,562533,target gene,No,1
abhd11,Q6DRD9,446169,target gene,No,3
tns3.2,F1R6R9,-,target gene,No,4
tmed7,F1RAM9,405848,target gene,No,1
cnot6a,Q6PE30,324048,target gene,No,3
azin1b,Q801V3,317764,target gene,No,4
si:dkey-77f5.11,A0A2R8QSD4,-,target gene,No,1
rad23aa,F1QHZ1,-,target gene,No,3
slc35a1,B3DIQ6,100004536,target gene,No,4
moxd1,Q5TZ24,570584,target gene,No,2
nup133,F1QNV4,406852,target gene,No,3
pdcd2,Q1MTH6,393370,target gene,No,4
ncbp3,F1QH50,-,target gene,No,3
lrrc28,E7FBW4,555592,target gene,No,2
cybb,A0A286Y943,-,target gene,No,1
ndr2,A0A0R4IZE5,-,target gene,No,1
mtrr,F1RE28,560667,target gene,No,4
s100v1,E7FGU0,-,target gene,No,1
-,A0A0G2L6A3,-,target gene,No,1
fdps,A0A2R8Q157,-,target gene,No,4
epha2b,E7F533,568718,target gene,No,4
arpc4,Q6NZZ2,114456;445305,target gene,No,2
mob1a,Q6NYJ8,-,target gene,No,4
spty2d1,F1R3H5,337191,target gene,No,2
ier2b,E7F7B8,-,target gene,No,2
larp6b,A8B8W4,-,target gene,No,7
cox5ab,A0A0R4IVC8,326962,target gene,No,1
tmem218,Q7SZ56,393369,target gene,No,2
afdna,E7F4R0,-,target gene,No,2
hif1al,A0A0R4IBR4,393376,target gene,No,5
smad5,Q9W7E7,30641,target gene,No,3
rab42b,A0A0R4IAR3,550378,target gene,No,3
uqcc3,B3DFP2,558925,target gene,No,2
snip1,Q4V8W8,793873,target gene,No,4
si:ch211-189a21.1,X1WDZ4,-,target gene,No,1
plekho1b,E9QIX7,562940,target gene,No,2
igsf8,F1Q534,404631,target gene,No,2
lrrfip1b,A0A0R4IRC4,-,target gene,No,1
ddx20,A0A286Y8P8,556273,target gene,No,6
foxf2b,E7FER3,100002904,target gene,No,1
ppp6r2a,Q5RGI5,560729,target gene,No,5
anks3,F1QFJ6,-,target gene,No,4
polr2d,Q6DRG4,-,target gene,No,2
aadacl4,F1QID7,-,target gene,No,3
erlec1,Q803G0,368331,target gene,No,2
rab10,Q6DGV5,436839,target gene,No,2
smim20,A0A2R8Q9H3,100330558,target gene,No,3
ano8a,A0A2R8QGR3,-,target gene,No,2
gabpb2a,A3KQS6,554849,target gene,No,2
cemip,A0A2R8Q0Z0,-,target gene,No,1
-,E9QF73,-,target gene,No,4
mafb,Q98UK5,-,target gene,No,3
mtm1,F8W5H1,-,target gene,No,4
-,A8Y5U1,325885,target gene,No,2
cox5aa,Q4VBU7,554101,target gene,No,3
dytn,A2CI97,563097,target gene,No,2
rprm3,Q6DH40,436699,target gene,No,1
cyp46a1.4,F1RA02,-,target gene,No,2
ipmka,F1RAP1,-,target gene,No,1
phf6,F1QPB3,-,target gene,No,4
adgre5b.3,E7F287,-,target gene,No,1
agtpbp1,A0A0R4IG37,554164,target gene,No,4
agbl4,F1Q6A7,-,target gene,No,1
rad21b,Q1L8E1,566831,target gene,No,2
rrbp1b,Q1LXR3,567029,target gene,No,2
-,Q7SYC7,393409,target gene,No,2
pfdn4,F1R0Z8,572231,target gene,No,2
LOC561325,A0A0G2KNS1,561325,target gene,No,1
rangap1a,Q08BV5,767677,target gene,No,2
glod4,A8E5F3,-,target gene,No,3
pcmtd1,F1QAE7,-,target gene,No,3
si:dkey-31g6.4,A0A0R4IYY6,-,target gene,No,2
-,A0A2R8PWQ5,-,target gene,No,1
mtfr2,Q08BD8,768141,target gene,No,1
fam210ab,F1R384,-,target gene,No,5
hdac1,A0A2R8QIW0,192302,target gene,No,3
tor1,E9QHA7,565062,target gene,No,3
racgap1,Q6P3H8,323197,target gene,No,2
znf1028,X1WEI9,-,target gene,No,1
-,A0A2R8RIL8,-,target gene,No,2
add3a,A0A2R8Q5P5,556762,target gene,No,5
cplx4c,F1QWL0,-,target gene,No,3
fndc1,F1R5Z2,557836,target gene,No,3
srsf10b,Q7SZS0,393505,target gene,No,3
nudt12,A0A0R4ISD4,-,target gene,No,3
cdk17,Q5RHX9,798487,target gene,No,2
her8a,F1QI81,323656,target gene,No,5
rbm12ba,F1R8L0,-,target gene,No,2
batf3,F1R7I8,-,target gene,No,1
ska3,F1R1H3,570479,target gene,No,2
mgat3a,F1Q7E1,553676,target gene,No,2
LOC571912,F1QWD1,571912,target gene,No,2
acta1a,F1QUN8,-,target gene,No,3
vps4b,A0A0R4IPK7,393880,target gene,No,2
tlx2,A0A2R8QHC0,170781,target gene,No,2
msantd1,E7EZ34,798497,target gene,No,3
rpl23a,F1QGI3,-,target gene,No,4
tmem234,B8A4M2,568275,target gene,No,2
adcy2b,F1Q5J6,557902,target gene,No,2
bcl10,E7F8A6,100334750,target gene,No,1
sp4,A0A2R8QDS9,-,target gene,No,5
rbfox2,F1QZC1,-,target gene,No,2
si:ch211-212o1.2,Q1L946,492735,target gene,No,4
ndrg3b,F1Q947,327395,target gene,No,3
mknk2b,B0S6F4,-,target gene,No,4
dnal4b,Q503Z7,100005529,target gene,No,3
si:ch211-251j10.3,B0S750,799483,target gene,No,3
ccdc85al,F6PBX1,447831,target gene,No,3
mrps28,A5PMP2,-,target gene,No,1
tspan3a,Q4V915,565579,target gene,No,2
oat,F8W5L3,572518,target gene,No,3
si:ch211-190p8.2,F1QMJ9,-,target gene,No,1
-,U3JA33,550476,target gene,No,2
cyp26a1,Q7SXV4,30381,target gene,No,5
sept7a,F1REC2,-,target gene,No,4
im:7138239,F1QME7,-,target gene,No,4
xrcc6,F1QZ60,334488,target gene,No,3
ngdn,F1REQ4,386642,target gene,No,2
mogat3a,F1RE15,-,target gene,No,2
mylk4b,Q1LVG0,449707,target gene,No,3
ank3a,F1QNB1,-,target gene,No,3
itsn1,A8E7E7,-,target gene,No,4
sinhcaf,Q5RJ79,563991,target gene,No,3
tiam1b,E7F520,100330358,target gene,No,4
mst1ra,E7EYX4,100002448,target gene,No,1
hs6st1b,A0MGZ5,791107,target gene,No,4
sh3bp5a,A0A0G2L4V3,555222,target gene,No,3
ppp1r14ba,Q0P4A9,564838,target gene,No,2
vrtn,Z4YHZ3,-,target gene,No,3
rpl19,Q6P5L3,406489,target gene,No,2
-,E9QJ35,-,target gene,No,4
plxna3,A0A0A0MPG5,-,target gene,No,2
tuft1b,Q1L8T4,100005886,target gene,No,2
anp32e,Q6NUW5,406562,target gene,No,3
si:ch211-163l21.8,A0A2R8Q613,449761,target gene,No,3
tdh2,F1R7L0,-,target gene,No,2
dnajc12,E7F5S9,797196,target gene,No,2
lrrc47,F1QAF8,-,target gene,No,2
myl6,F1QWU4,798632,target gene,No,3
-,F1QU11,503531,target gene,No,1
iars2,F1QUQ0,100001219,target gene,No,3
slc41a1,E7EXX2,325975,target gene,No,3
rasgrp3,F1QFI3,563441,target gene,No,1
eefsec,F1R2J6,-,target gene,No,2
aars2,A0A286Y9U5,100536819,target gene,No,1
psme2,Q9PUC4,30647,target gene,No,3
phgdh,F1QEY8,321928,target gene,No,1
arid5a,F1QHS9,100462698,target gene,No,3
ipo11,A0A286Y8U4,432373,target gene,No,2
-,A0A2R8QHK5,-,target gene,No,4
-,R4GEA3,-,target gene,No,3
si:ch211-201h21.5,A2VD36,555526,target gene,No,2
gareml,X1WDG1,100331995,target gene,No,1
pfn2,Q802D5,394235,target gene,No,6
znf800a,F1QH89,568719,target gene,No,3
crygm7,Q5XTN3,553967,target gene,No,1
cldne,Q90XR9,81584,target gene,No,1
pmp22b,Q1RLQ8,678607,target gene,No,3
eif2s1b,Q9I9E9,321564,target gene,No,2
-,A0A0R4IM82,-,target gene,No,1
mdn1,F1QMM1,-,target gene,No,1
chmp2b,Q6NXD2,405840,target gene,No,5
ncam1b,F1QIV2,-,target gene,No,2
hunk,E9QIS3,-,target gene,No,2
lman2la,E7FGJ4,-,target gene,No,3
ntrk2a,B8JLJ1,-,target gene,No,3
