daf-19,Q09555,174577,transcription factor and target gene,Yes,72
tra-1,P34708,-,transcription factor and target gene,Yes,2918
pha-4,Q17381,180357,transcription factor and target gene,Yes,7320
atf-2,Q21361,174399,transcription factor and target gene,Yes,17
ttx-3,G5EE86,181357,transcription factor and target gene,Yes,24
mab-3,O18214,174533,transcription factor and target gene,Yes,25
elt-2,Q10655,181250,transcription factor and target gene,Yes,4412
ces-2,Q94126,173365,transcription factor and target gene,Yes,7
unc-86,P13528,176157,transcription factor and target gene,Yes,1452
ceh-10,P41935,175811,transcription factor and target gene,Yes,12
dcp-66,G5ED89,172507,transcription factor and target gene,Yes,52
mec-3,P09088,177938,transcription factor and target gene,Yes,20
daf-12,G5EFF5,181263,transcription factor and target gene,Yes,49
unc-30,P52906,178265,transcription factor and target gene,Yes,791
lin-14,Q21446,181337,transcription factor and target gene,Yes,3858
ceh-22,P41936,179485,transcription factor and target gene,Yes,63
peb-1,H2KZM4,180532,transcription factor and target gene,Yes,58
daf-3,Q95QI7,180431,transcription factor and target gene,Yes,50
fos-1,G5ECG2,178987,transcription factor and target gene,No,5842
lin-15B,Q27395,181662,transcription factor and target gene,No,4069
lin-11,P20154,172893,transcription factor and target gene,No,1007
nhr-77,O02316,191726,transcription factor and target gene,No,4696
tdp-1,D0VWM8,174436,transcription factor and target gene,No,4453
xnd-1,O45134,175776,transcription factor and target gene,No,1172
tftc-3,Q95PV7,179419,transcription factor,No,421
dpy-30,Q10661,179671,transcription factor and target gene,No,503
tbx-2,Q19691,-,transcription factor and target gene,No,2772
xbp-1,G5EE07,175541,transcription factor and target gene,No,2032
mtl-2,P17512,179899,transcription factor and target gene,Yes,1268
snu-23,P34670,176090,transcription factor and target gene,No,4830
dpy-27,P48996,175492,transcription factor and target gene,No,2442
sem-4,G5EFF4,172435,transcription factor,No,1841
snpc-4,P91868,172711,transcription factor and target gene,No,5973
duxl-1,P91547,173537,transcription factor and target gene,No,1146
hlh-11,P34474,176360,transcription factor and target gene,No,1901
blmp-1,Q93560,172917,transcription factor and target gene,No,5794
nfya-1,G5EEG1,181368,transcription factor and target gene,No,5747
nhr-25,Q19345,181432,transcription factor and target gene,No,3249
daf-16,O16850,172981,transcription factor and target gene,No,7754
nhr-28,Q17905,181705,transcription factor and target gene,No,5407
ces-1,G5ECN8,185718,transcription factor and target gene,No,3291
egl-27,Q09228,174121,transcription factor and target gene,No,2139
mef-2,Q9U325,172732,transcription factor and target gene,No,1514
ceh-16,P34326,191618,transcription factor and target gene,No,1872
lin-52,Q10120,176393,transcription factor and target gene,No,3311
nhr-47,Q17370,178933,transcription factor and target gene,No,2251
mab-5,P10038,176091,transcription factor and target gene,No,3968
-,Q18037,175905,transcription factor and target gene,No,1180
unc-62,Q9N5D6,178845,transcription factor and target gene,No,3104
nhr-11,Q23294,177724,transcription factor and target gene,No,1377
lin-35,G5EDT1,172249,transcription factor and target gene,No,5869
nhr-85,Q9XUK7,191732,transcription factor and target gene,No,752
zip-8,P46505,175924,transcription factor and target gene,No,1623
zip-2,Q21148,175240,transcription factor and target gene,No,316
dsc-1,Q93246,181599,transcription factor and target gene,No,1232
ceh-18,P41934,180671,transcription factor and target gene,No,196
mes-2,O17514,175096,transcription factor and target gene,No,4384
lin-37,Q23482,175986,transcription factor,No,2912
cbp-1,P34545,176380,transcription factor and target gene,No,1859
lsy-2,Q9N5S3,180522,transcription factor and target gene,No,5517
rnt-1,G5EFQ5,172243,transcription factor and target gene,No,3623
hcp-6,Q95Y84,266830,transcription factor and target gene,No,2073
lin-39,P34684,176068,transcription factor and target gene,No,3126
mep-1,Q21502,178074,transcription factor and target gene,No,4254
-,H2L0N7,178541,transcription factor and target gene,No,1762
nhr-129,A5JYV4,183635,transcription factor and target gene,No,2838
cebp-1,Q18909,180481,transcription factor and target gene,No,1358
nhr-6,P41829,175462,transcription factor and target gene,No,3118
pqm-1,G5EFY7,174705,transcription factor and target gene,No,5819
skn-1,P34707,177343,transcription factor and target gene,No,3622
hif-1,G5EGD2,180359,transcription factor and target gene,No,1082
hsf-1,G5EFT5,173078,transcription factor,No,1561
gmeb-1,O17208,182061,transcription factor and target gene,No,3390
-,Q09441,174286,transcription factor and target gene,No,2330
nhr-23,P41828,172460,transcription factor and target gene,No,4422
lin-54,Q95QD7,178280,transcription factor and target gene,No,3996
sma-9,Q22190,181271,transcription factor and target gene,No,4479
sdc-2,G5EBL3,181341,transcription factor and target gene,No,324
kle-2,P34341,176116,transcription factor and target gene,No,2995
sma-3,P45896,175955,transcription factor and target gene,No,1798
egl-5,P17486,176093,transcription factor and target gene,No,1812
lin-61,B2D6M2,172467,transcription factor and target gene,No,781
sta-1,Q9NAD6,178465,transcription factor and target gene,No,427
tftc-5,Q22093,175520,transcription factor and target gene,No,386
dpl-1,Q22703,174458,transcription factor and target gene,No,6067
epc-1,G5EC14,176679,transcription factor and target gene,No,2274
sax-3,G5EBF1,180637,transcription factor and target gene,No,2540
