ARL14EP,Q8N8R7,120534,target gene
DCAF12L1,Q5VU92,139170,target gene
SH2D6,Q7Z4S9,284948,target gene
ZNF497,Q6ZNH5,162968,target gene
LOR,P23490,4014,target gene
ADAM10,O14672,102,target gene
MCL1,Q07820,4170,target gene
RUBCN,Q92622,9711,target gene
DLK2,Q6UY11,65989,target gene
FBXO3,Q9UK99,26273,target gene
RCC1L,Q96I51,81554,target gene
UCK1,Q9HA47,83549,target gene
SELL,P14151,6402,target gene
NHSL2,Q5HYW2,340527,target gene
DYNC2H1,Q8NCM8,79659,target gene
CKM,P06732,1158,target gene
FREM2,Q5SZK8,341640,target gene
LETM2,Q2VYF4,137994,target gene
STK11IP,Q8N1F8,114790,target gene
CCL25,O15444,6370,target gene
OSCP1,Q8WVF1,127700,target gene
HMGB1,P09429,3146,target gene
ANAPC13,Q9BS18,25847,target gene
TMEM155,Q4W5P6,132332,target gene
FADS1,O60427,3992,target gene
CASZ1,Q86V15,54897,target gene
PLA2G10,O15496,8399,target gene
ATRX,P46100,546,transcription factor and target gene
SIN3B,O75182,23309,target gene
VPS72,Q15906,6944,target gene
GSC2,O15499,2928,target gene
MOGAT1,Q96PD6,116255,target gene
CUX2,O14529,23316,target gene
VGLL4,Q14135,9686,target gene
MAG,P20916,4099,target gene
MGAT4C,Q9UBM8,25834,target gene
ACBD4,Q8NC06,79777,target gene
OPTC,Q9UBM4,26254,target gene
LYG1,Q8N1E2,129530,target gene
EXOC3L2,Q2M3D2,90332,target gene
TUFM,P49411,7284,target gene
ADK,P55263,132,target gene
UBE3C,Q15386,9690,target gene
SLC20A1,Q8WUM9,6574,target gene
AGBL4,Q5VU57,84871,target gene
PRR20A,P86496,122183;729233;729240;729246;729250,target gene
APCDD1,Q8J025,147495,target gene
ABCG4,Q9H172,64137,target gene
PMEL,P40967,6490,target gene
NDUFS1,P28331,4719,target gene
BTBD9,Q96Q07,114781,target gene
TFCP2L1,Q9NZI6,29842,transcription factor and target gene
SMTNL2,Q2TAL5,342527,target gene
FAM177A1,Q8N128,283635,target gene
STYX,Q8WUJ0,6815,target gene
RBM23,Q86U06,55147,target gene
SERF2,P84101,10169,target gene
FASTK,Q14296,10922,target gene
TCP10,Q12799,6953,target gene
PCDH7,O60245,5099,target gene
OR52N2,Q8NGI0,390077,target gene
ERN2,Q76MJ5,10595,target gene
KANK2,Q63ZY3,25959,target gene
KDM5A,P29375,5927,target gene
ZNF140,P52738,7699,target gene
MT1A,P04731,4489,target gene
HHLA2,Q9UM44,11148,target gene
TFB2M,Q9H5Q4,64216,target gene
DLEC1,Q9Y238,9940,target gene
NAIF1,Q69YI7,203245,target gene
TAS2R5,Q9NYW4,54429,target gene
DCAF4,Q8WV16,26094,target gene
NUDT3,O95989,11165,target gene
C10orf95,A0A1B0GTG0,-,target gene
RHOT2,Q8IXI1,89941,target gene
ASXL3,Q9C0F0,80816,target gene
LRRN1,Q6UXK5,57633,target gene
HSPB2-C11orf52,A8KAH6,3316,target gene
PRRT4,C9JH25,401399,target gene
PTPN4,P29074,5775,target gene
KLHL11,Q9NVR0,55175,target gene
NDUFB3,O43676,4709,target gene
MASP2,O00187,10747,target gene
RAD51B,O15315,5890,target gene
TMEM14C,Q9P0S9,51522,target gene
DAND5,Q8N907,199699,target gene
AFDN,P55196,4301,target gene
APTX,Q7Z2E3,54840,target gene
RGS19,P49795,10287,target gene
CD300LD,Q6UXZ3,100131439,target gene
PRLR,P16471,5618,target gene
CLK4,Q9HAZ1,57396,target gene
SLC27A6,Q9Y2P4,28965,target gene
LYPD6,Q86Y78,130574,target gene
NUP54,Q7Z3B4,53371,target gene
BLK,P51451,640,target gene
ABHD16B,Q9H3Z7,140701,target gene
SPR,P35270,6697,target gene
FAM98B,Q52LJ0,283742,target gene
CDCP2,Q5VXM1,200008,target gene
ATAD1,Q8NBU5,84896,target gene
PTPN13,Q12923,5783,target gene
DNAJB8,Q8NHS0,165721,target gene
CELF2,O95319,10659,target gene
OSTN,P61366,344901,target gene
CYP7B1,O75881,9420,target gene
SERPINB7,O75635,8710,target gene
ACVR2B,Q13705,93,target gene
CASC10,Q5T4H9,399726,target gene
ATG12,O94817,9140,target gene
POU5F1,Q01860,5460,transcription factor and target gene
MPDZ,O75970,8777,target gene
KIF22,Q14807,3835,target gene
PCLAF,Q15004,9768,target gene
HES3,Q5TGS1,390992,target gene
CHI3L2,Q15782,1117,target gene
RBM7,Q9Y580,10179,target gene
RABIF,P47224,5877,target gene
CCDC38,Q502W7,120935,target gene
MYL6B,P14649,140465,target gene
ACAT2,Q9BWD1,39,target gene
RPS3A,P61247,6189,target gene
OR6F1,Q8NGZ6,343169,target gene
DDX53,Q86TM3,168400,target gene
DET1,Q7L5Y6,55070,target gene
TAL2,Q16559,6887,target gene
DPPA2,Q7Z7J5,151871,target gene
PRADC1,Q9BSG0,84279,target gene
GNAL,P38405,2774,target gene
OR4D1,Q15615,26689,target gene
SUSD1,Q6UWL2,64420,target gene
MSANTD1,Q6ZTZ1,345222,target gene
RIT1,Q92963,6016,target gene
SOCS5,O75159,9655,target gene
C20orf144,Q9BQM9,128864,target gene
DEFB104A,Q8WTQ1,140596;503618,target gene
ADGRF2,Q8IZF7,222611,target gene
UBE3B,Q7Z3V4,89910,target gene
SNAPC1,Q16533,6617,target gene
CEPT1,Q9Y6K0,10390,target gene
S100A8,P05109,6279,target gene
SYNPO2L,Q9H987,79933,target gene
IRX6,P78412,79190,target gene
RADIL,Q96JH8,55698,target gene
PEX12,O00623,5193,target gene
FMR1,Q06787,2332,target gene
RP9,Q8TA86,6100,target gene
LMTK2,Q8IWU2,22853,target gene
KIFC2,Q96AC6,90990,target gene
PAICS,P22234,10606,target gene
FNTA,P49354,2339,target gene
MSL2,Q9HCI7,55167,target gene
GPNMB,Q14956,10457,target gene
SOCS7,O14512,30837,target gene
VAV2,P52735,7410,target gene
MSI2,Q96DH6,124540,target gene
BCL2L10,Q9HD36,10017,target gene
XCL2,Q9UBD3,6846,target gene
HSPB7,Q9UBY9,27129,target gene
MAU2,Q9Y6X3,23383,target gene
SP5,Q6BEB4,389058,target gene
LRRC23,Q53EV4,10233,target gene
SUMO1,P63165,7341,target gene
SLC26A2,P50443,1836,target gene
SERPINA12,Q8IW75,145264,target gene
DLC1,Q96QB1,10395,target gene
PRR15,Q8IV56,222171,target gene
CEP57,Q86XR8,9702,target gene
PAQR3,Q6TCH7,152559,target gene
PANX2,Q96RD6,56666,target gene
BIRC8,Q96P09,112401,target gene
SOHLH2,Q9NX45,100526761;54937,target gene
GSDMB,Q8TAX9,55876,target gene
TERB1,Q8NA31,283847,target gene
BSG,P35613,682,target gene
CNTN5,O94779,53942,target gene
NWD2,Q9ULI1,57495,target gene
SECISBP2,Q96T21,79048,target gene
CASS4,Q9NQ75,57091,target gene
OR4C15,Q8NGM1,81309,target gene
IL1RL1,Q01638,9173,target gene
TRGV9,Q99603,-,target gene
KRT8,P05787,3856,target gene
ITGB1,P05556,3688,target gene
ELF5,Q9UKW6,2001,target gene
FOXP2,O15409,93986,transcription factor and target gene
FNDC11,Q9BVV2,79025,target gene
NDUFA4,O00483,4697,target gene
TCP11,Q8WWU5,6954,target gene
DAG1,Q14118,1605,target gene
FLT3,P36888,2322,target gene
SERF1A,O75920,728492;8293,target gene
FAM170B,A6NMN3,170370,target gene
ASPRV1,Q53RT3,151516,target gene
CDC27,P30260,996,target gene
GUCA2B,Q16661,2981,target gene
ARL3,P36405,403,target gene
BLOC1S4,Q9NUP1,55330,target gene
HLA-B,P30460,-,target gene
IGHV3-73,A0A0B4J1V6,-,target gene
KEAP1,Q14145,9817,target gene
NABP1,Q96AH0,64859,target gene
BAK1,Q16611,578,target gene
MSANTD2,Q6P1R3,79684,target gene
RPS27L,Q71UM5,51065,target gene
CENPP,Q6IPU0,401541,target gene
PTPRS,Q13332,5802,target gene
OASL,Q15646,8638,target gene
KIRREL3,Q8IZU9,84623,target gene
RNASEH2C,Q8TDP1,84153,target gene
USP24,Q9UPU5,23358,target gene
NPPB,P16860,4879,target gene
OR10J1,P30954,26476,target gene
RIMKLB,Q9ULI2,57494,target gene
RAB3IL1,Q8TBN0,5866,target gene
DNAAF3,Q8N9W5,352909,target gene
BLOC1S1,P78537,2647,target gene
NPTX2,P47972,4885,target gene
MAATS1,Q7Z4T9,89876,target gene
ZNF250,P15622,58500,target gene
ELOA3,Q8NG57,162699;728929,target gene
NUDT17,P0C025,200035,target gene
GTF2B,Q00403,2959,transcription factor and target gene
TLE3,Q04726,7090,transcription factor and target gene
CALM2,P0DP24,801;805;808,target gene
PAMR1,Q6UXH9,25891,target gene
GRIP2,Q9C0E4,80852,target gene
VWC2L,B2RUY7,402117,target gene
ABHD6,Q9BV23,57406,target gene
TNRC6A,Q8NDV7,27327,target gene
RAB24,Q969Q5,53917,target gene
GPRC5C,Q9NQ84,55890,target gene
TIFA,Q96CG3,92610,target gene
PHKG1,Q16816,5260,target gene
ELL3,Q9HB65,80237,target gene
R3HDM2,Q9Y2K5,22864,target gene
KRTAP2-4,Q9BYR9,730755;85294,target gene
EDC3,Q96F86,80153,target gene
ZCCHC2,Q9C0B9,54877,target gene
ACCS,Q96QU6,84680,target gene
TMEM184B,Q9Y519,25829,target gene
EIF2S2,P20042,8894,target gene
ANKH,Q9HCJ1,56172,target gene
SLC16A1,P53985,6566,target gene
C9orf139,Q6ZV77,401563,target gene
SCN4B,Q8IWT1,6330,target gene
NTSR1,P30989,4923,target gene
NLRP12,P59046,91662,target gene
THAP6,Q8TBB0,152815,target gene
HLA-DQB1,P01920,3119,target gene
LRRC3C,A6NJW4,100505591,target gene
CASP8AP2,A0A087WTW5,-,target gene
ZNF582,Q96NG8,147948,target gene
DNASE1L2,Q92874,1775,target gene
RFX4,Q33E94,5992,target gene
CADM1,Q9BY67,23705,target gene
DNASE2B,Q8WZ79,58511,target gene
NAE1,Q13564,8883,target gene
GAL,P22466,51083,target gene
DMRTC2,Q8IXT2,63946,target gene
ADAMTS14,Q8WXS8,140766,target gene
ZNF670-ZNF695,E7EVQ0,-,target gene
SELENOI,Q9C0D9,85465,target gene
KRT83,P78385,3889,target gene
SPTBN2,O15020,6712,target gene
LGSN,Q5TDP6,51557,target gene
TEX261,Q6UWH6,113419,target gene
CAPN12,Q6ZSI9,147968,target gene
MOCS2,O96033,4338,target gene
